ARI,ci_high,ci_low,exp_name,group,k,metric,mode,model,n,rate
5,0.9625524543114384,0.9162812959143202,JARI5-baseline,Correct,369,rank_bin_overall,RR,GPT-4,391,0.9437340153452686
5,0.3989201687522707,0.3047583650332805,JARI5-baseline,Correct,137,rank_exact,RR,GPT-4,391,0.3503836317135549
9,0.8417983281107992,0.7635079148400834,JARI5-baseline,Correct,315,rank_bin_overall,RR,GPT-4,391,0.8056265984654731
9,0.3779847795634761,0.2851711605517232,JARI5-baseline,Correct,129,rank_exact,RR,GPT-4,391,0.329923273657289
14,0.5099081441821148,0.4115793305815783,JARI5-baseline,Correct,180,rank_bin_overall,RR,GPT-4,391,0.4603580562659846
14,0.4430997528533064,0.3466892924817428,JARI5-baseline,Correct,154,rank_exact,RR,GPT-4,391,0.3938618925831202
5,0.9878438842308536,0.956839080709227,JARI5-baseline,Wrong,382,rank_bin_overall,RR,GPT-4,391,0.9769820971867008
5,0.7945248363140802,0.7094749224609225,JARI5-baseline,Wrong,295,rank_exact,RR,GPT-4,391,0.7544757033248082
9,0.9945258140782346,0.970418447697022,JARI5-baseline,Wrong,386,rank_bin_overall,RR,GPT-4,391,0.9872122762148338
9,0.7657643310226588,0.6774515372468161,JARI5-baseline,Wrong,283,rank_exact,RR,GPT-4,391,0.7237851662404092
14,0.999548387796983,0.9856571708134496,JARI5-baseline,Wrong,390,rank_bin_overall,RR,GPT-4,391,0.9974424552429668
14,0.8087994355061654,0.7255922685216014,JARI5-baseline,Wrong,301,rank_exact,RR,GPT-4,391,0.7698209718670077
5,0.9895967538178524,0.960151535331022,JARI9-baseline,Correct,383,rank_bin_overall,RR,GPT-4,391,0.979539641943734
5,0.9327528555725604,0.8751663557300822,JARI9-baseline,Correct,355,rank_exact,RR,GPT-4,391,0.907928388746803
9,0.9823581474561264,0.947128844857572,JARI9-baseline,Correct,379,rank_bin_overall,RR,GPT-4,391,0.969309462915601
9,0.8696856578279965,0.7964044756284142,JARI9-baseline,Correct,327,rank_exact,RR,GPT-4,391,0.8363171355498721
14,0.978553554511301,0.9408027893848095,JARI9-baseline,Correct,377,rank_bin_overall,RR,GPT-4,391,0.9641943734015346
14,0.8834663098716568,0.8130157688375178,JARI9-baseline,Correct,333,rank_exact,RR,GPT-4,391,0.8516624040920716
5,0.9878438842308536,0.956839080709227,JARI9-baseline,Wrong,382,rank_bin_overall,RR,GPT-4,391,0.9769820971867008
5,0.820636573683457,0.7390817513882798,JARI9-baseline,Wrong,306,rank_exact,RR,GPT-4,391,0.782608695652174
9,0.997387249779346,0.9776876604134984,JARI9-baseline,Wrong,388,rank_bin_overall,RR,GPT-4,391,0.9923273657289002
9,0.789750458603189,0.7041186517542258,JARI9-baseline,Wrong,293,rank_exact,RR,GPT-4,391,0.7493606138107417
14,0.9945258140782346,0.970418447697022,JARI9-baseline,Wrong,386,rank_bin_overall,RR,GPT-4,391,0.9872122762148338
14,0.8182735579228833,0.7363794429400594,JARI9-baseline,Wrong,305,rank_exact,RR,GPT-4,391,0.7800511508951407
5,0.9960146924570076,0.9739948935270429,JARI14-baseline,Correct,387,rank_bin_overall,RR,GPT-4,391,0.989769820971867
5,0.9625524543114384,0.9162812959143202,JARI14-baseline,Correct,369,rank_exact,RR,GPT-4,391,0.9437340153452686
9,0.9929486436989287,0.9669302938675338,JARI14-baseline,Correct,385,rank_bin_overall,RR,GPT-4,391,0.9846547314578005
9,0.8719905810605654,0.7991648766046392,JARI14-baseline,Correct,328,rank_exact,RR,GPT-4,391,0.8388746803069054
14,0.9766158224274766,0.93767519725984,JARI14-baseline,Correct,376,rank_bin_overall,RR,GPT-4,391,0.9616368286445013
14,0.8673776183924268,0.79364719085519,JARI14-baseline,Correct,326,rank_exact,RR,GPT-4,391,0.8337595907928389
5,0.9823581474561265,0.9471288448575721,JARI14-baseline,Wrong,379,rank_bin_overall,RR,GPT-4,391,0.969309462915601
5,0.789750458603189,0.7041186517542258,JARI14-baseline,Wrong,293,rank_exact,RR,GPT-4,391,0.7493606138107417
9,0.9973872497793461,0.9776876604134983,JARI14-baseline,Wrong,388,rank_bin_overall,RR,GPT-4,391,0.9923273657289002
9,0.7777806685769929,0.690761820736452,JARI14-baseline,Wrong,288,rank_exact,RR,GPT-4,391,0.7365728900255755
14,0.9929486436989287,0.9669302938675338,JARI14-baseline,Wrong,385,rank_bin_overall,RR,GPT-4,391,0.9846547314578005
14,0.8253557942820167,0.7444931792073082,JARI14-baseline,Wrong,308,rank_exact,RR,GPT-4,391,0.7877237851662404
